"","X","Y","pa","grass.perc","devHigh.perc","devLow.perc","wet.perc","wood.perc","ag.perc","precip","tmax","tmin","tmean"
"1",-96.701175,39.17399,1,0.489065606361829,0.00617722238000568,0.107923885259869,0.003692132916785,0.372408406702641,0.0172536211303607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"2",-96.701175,39.17399,1,0.489065606361829,0.00617722238000568,0.107923885259869,0.003692132916785,0.372408406702641,0.0172536211303607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"3",-96.701175,39.17399,1,0.489065606361829,0.00617722238000568,0.107923885259869,0.003692132916785,0.372408406702641,0.0172536211303607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"4",-96.701175,39.17399,1,0.489065606361829,0.00617722238000568,0.107923885259869,0.003692132916785,0.372408406702641,0.0172536211303607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"5",-96.701175,39.17399,1,0.489065606361829,0.00617722238000568,0.107923885259869,0.003692132916785,0.372408406702641,0.0172536211303607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"6",-96.951678,39.291953,1,0.648047068831077,0.00163039625717729,0.0394130573474162,0.00510384915290281,0.174097965549018,0.130502587367973,708.714619114564,18.5858752012845,5.90752899586098,12.2466782589099
"7",-95.375531,38.940717,1,0.26980056980057,0.00591168091168091,0.0768518518518519,0.257977207977208,0.332834757834758,0.0497863247863248,925.883030049195,18.5408630130686,6.11979970432924,12.3303271096052
"8",-98.533978,38.16585,1,0.434979838709677,0.00223214285714286,0.0253456221198157,0.247623847926267,0.00417626728110599,0.00266417050691244,524.012397008923,20.9544847217564,5.55420523727025,13.2543004898431
"9",-94.658854,38.907007,1,0.0200911940723853,0.523653462524936,0.421273867198632,0.000712453690510117,0.0285693929894557,0.00420347677400969,923.079719764796,18.844729146106,7.22944251739618,13.0370545034357
"10",-94.658854,38.907007,1,0.0200911940723853,0.523653462524936,0.421273867198632,0.000712453690510117,0.0285693929894557,0.00420347677400969,923.079719764796,18.844729146106,7.22944251739618,13.0370545034357
"11",-94.658854,38.907007,1,0.0200911940723853,0.523653462524936,0.421273867198632,0.000712453690510117,0.0285693929894557,0.00420347677400969,923.079719764796,18.844729146106,7.22944251739618,13.0370545034357
"12",-94.658854,38.907007,1,0.0200911940723853,0.523653462524936,0.421273867198632,0.000712453690510117,0.0285693929894557,0.00420347677400969,923.079719764796,18.844729146106,7.22944251739618,13.0370545034357
"13",-94.654388,38.247409,1,0.583465132997843,0.00265995686556434,0.0349388928828181,0.115240833932423,0.150107836089144,0.104097771387491,1116.87611969973,19.3579423891997,6.15110296180701,12.754493850607
"14",-94.64865,38.24417,1,0.55472457931828,0.00021573421544657,0.0308499928088595,0.157989357112038,0.181432475190565,0.0640011505824824,1116.87611969973,19.3579423891997,6.15110296180701,12.754493850607
"15",-96.690102,39.149239,1,0.345694799658994,0.0310457516339869,0.0744529695936346,0.0134271099744246,0.300156294401819,0.226200625177607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"16",-96.690102,39.149239,1,0.345694799658994,0.0310457516339869,0.0744529695936346,0.0134271099744246,0.300156294401819,0.226200625177607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"17",-96.690102,39.149239,1,0.345694799658994,0.0310457516339869,0.0744529695936346,0.0134271099744246,0.300156294401819,0.226200625177607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"18",-96.690102,39.149239,1,0.345694799658994,0.0310457516339869,0.0744529695936346,0.0134271099744246,0.300156294401819,0.226200625177607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"19",-96.690102,39.149239,1,0.345694799658994,0.0310457516339869,0.0744529695936346,0.0134271099744246,0.300156294401819,0.226200625177607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"20",-96.690102,39.149239,1,0.345694799658994,0.0310457516339869,0.0744529695936346,0.0134271099744246,0.300156294401819,0.226200625177607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"21",-96.690102,39.149239,1,0.345694799658994,0.0310457516339869,0.0744529695936346,0.0134271099744246,0.300156294401819,0.226200625177607,853.57472537971,19.0840757137277,5.29932952590756,12.191647817363
"22",-96.552696,38.407781,1,0.645260816531535,0.0283418239219344,0.0775633206572433,0.0152113080289876,0.0847384659539356,0.145870703881754,962.475348285078,19.5206284725009,5.87125787986377,12.6958969023043
"23",-96.791908,39.072884,1,0.216596743226908,0.0946455237147124,0.192064282158857,0.0521225911967575,0.419540638555074,0.024390243902439,861.593802796342,19.328963141155,5.82229833787278,12.5755615886172
"24",-96.544723,38.400663,1,0.478011335102949,0.0366597316880694,0.11442714685415,0.0217375708443934,0.105459502116364,0.239758949709448,962.475348285078,19.5206284725009,5.87125787986377,12.6958969023043
"25",-96.544723,38.400663,1,0.478011335102949,0.0366597316880694,0.11442714685415,0.0217375708443934,0.105459502116364,0.239758949709448,962.475348285078,19.5206284725009,5.87125787986377,12.6958969023043
"26",-95.182919,38.547873,1,0.385304017761226,0.00487001360739096,0.0444746830910263,0.00880899520160424,0.246938337033589,0.309031010527824,941.180775331599,19.1160935739144,6.06082047184432,12.5884349114008
"27",-95.182919,38.547873,1,0.385304017761226,0.00487001360739096,0.0444746830910263,0.00880899520160424,0.246938337033589,0.309031010527824,941.180775331599,19.1160935739144,6.06082047184432,12.5884349114008
"28",-95.134101,39.046967,1,0.25240025602731,0.00291586658132423,0.0539079724059455,0.0100988549889766,0.244506080648603,0.435530901073892,917.513845821642,18.7699021847089,6.11592531758197,12.4428349452104
"29",-95.134101,39.046967,1,0.25240025602731,0.00291586658132423,0.0539079724059455,0.0100988549889766,0.244506080648603,0.435530901073892,917.513845821642,18.7699021847089,6.11592531758197,12.4428349452104
"30",-95.134101,39.046967,1,0.25240025602731,0.00291586658132423,0.0539079724059455,0.0100988549889766,0.244506080648603,0.435530901073892,917.513845821642,18.7699021847089,6.11592531758197,12.4428349452104
"31",-95.134101,39.046967,1,0.25240025602731,0.00291586658132423,0.0539079724059455,0.0100988549889766,0.244506080648603,0.435530901073892,917.513845821642,18.7699021847089,6.11592531758197,12.4428349452104
"32",-97.9080195908687,38.3246071356442,0,0.142559459653661,0.00129338219443846,0.0439749946109075,0.00122152762808076,0.0359991377452037,0.773514406840555,591.066864770776,20.3833282962286,5.55425128717264,12.9687589333179
"33",-99.273392902367,38.4946311851497,0,0.500717154331612,0.000502008032128514,0.0444635685599541,0.00107573149741824,0,0.336847389558233,368.586422860797,20.2754404246803,4.21505242703054,12.2452220356012
"34",-100.527537645101,38.568246029461,0,0.157728932483712,0.000286389346316317,0.0262762225245221,0,0,0.599842485859526,239.816821571594,20.5374085558145,3.21601571058022,11.8766523607101
"35",-101.539375401487,38.9785301873848,0,0.162475959826198,0.000284920578388774,0.0151720207992022,0.000427380867583161,0,0.569128855331576,363.157861759923,20.4531100041,2.23656475409184,11.3448100563807
"36",-98.2363830499244,38.0726711302187,0,0.0562923453942627,0.00180193167075105,0.0410119648262938,0.000288309067320167,0.00547787227908318,0.894695113161309,518.340552325042,20.575532160383,5.60997700095696,13.092723934185
"37",-101.230155077488,39.2774138521259,0,0.00248103778266109,0.000212660381370951,0.0190685475295952,0,0,0.818529807896789,365.055974468654,19.7411587595359,2.08795460578547,10.9145137034867
"38",-95.0175214881318,38.4456851042319,0,0.47247311827957,0.00336917562724014,0.052258064516129,0.00379928315412186,0.287598566308244,0.179713261648746,1027.36844678299,19.1250276964229,6.21667601305982,12.6708076445708
